FILE NUMBER,OFFENSE DATE,OFFENSE TIME,CRIME,COMMITTED,OFFENSE,OFFENSE DESCRIPTION,FULL ADDRESS,ADDRESS NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,CITY,STATE,ZIP CODE,DISTRICT,ZONE,SUBZONE,COMPLETE DISTRICT,COUNCIL DISTRICT,CRIME PREVENTION DISTRICT,GEOLOCATION
1900112323,11/06/2019,0830,THEFT,COMMITTED,13:67,THEFT/MISD/CC,9907 AIRLINE HW,9907,,AIRLINE,HW,BATON ROUGE,LA,70809,3,C,3,3C3,11,NONE,"9907 AIRLINE HW
BATON ROUGE, LA 70809
(30.428641, -91.078478)"
1900112564,11/06/2019,1600,THEFT,COMMITTED,13:67,THEFT/MISD/CC,10330 AIRLINE HW,10330,,AIRLINE,HW,BATON ROUGE,LA,70816,3,G,4,3G4,11,NONE,"10330 AIRLINE HW
BATON ROUGE, LA 70815"
1900112356,11/06/2019,2040,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,3425 S SHERWOOD FOREST BL,3425,S,SHERWOOD FOREST,BL,BATON ROUGE,LA,70816,3,F,2,3F2,8,NONE,"3425 S SHERWOOD FOREST BL
BATON ROUGE, LA 70816
(30.421771, -91.051478)"
1900112289,11/06/2019,1701,THEFT,COMMITTED,14:67.10,THEFT OF GOODS,8464 AIRLINE HW,8464,,AIRLINE,HW,BATON ROUGE,LA,70806,1,D,2,1D2,6,NONE,"8464 AIRLINE HW
BATON ROUGE, LA
(30.456828, -91.098753)"
1900106993,11/06/2019,0718,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,1300 VILLAGE PARK,1300,,VILLAGE PARK,,BATON ROUGE,LA,70810,2,E,4,2E4,12,NONE,"1300 VILLAGE PARK
BATON ROUGE, LA 70808
(30.384493, -91.111547)"
1900112384,11/06/2019,2300,FIREARM,COMMITTED,14:94,ILL USE OF A WEAPON,6500 NOTTINGHAM ST,6500,,NOTTINGHAM,ST,BATON ROUGE,LA,70807,4,C,1,4C1,10,NONE,"6500 NOTTINGHAM ST
BATON ROUGE, LA 70807
(30.509366, -91.164066)"
1900112304,11/06/2019,1759,ASSAULT,COMMITTED,13:38,ASSAULT/SIMPLE/CC,319 S DONMOOR AV,319,S,DONMOOR,AV,BATON ROUGE,LA,70806,3,G,1,3G1,11,NONE,"319 S DONMOOR AV
BATON ROUGE, LA 70806
(30.447875, -91.118221)"
1900112192,11/06/2019,1020,VEHICLE BURGLARY,COMMITTED,14:62/BD,BURG/AUTO $50 - $200,3549 ALLIQUIPA ST,3549,,ALLIQUIPA,ST,BATON ROUGE,LA,70805,4,G,1,4G1,10,NONE,"3549 ALLIQUIPA ST
BATON ROUGE, LA
(30.480498, -91.162505)"
1900112145,11/06/2019,0759,NON-RESIDENTIAL BURGLARY,COMMITTED,14:62,BURGLARY/SIMPLE,5212 BYRON ST,5212,,BYRON,ST,BATON ROUGE,LA,70805,4,F,2,4F2,7,NONE,"5212 BYRON ST
BATON ROUGE, LA 7005
(30.494176, -91.137991)"
1900112385,11/06/2019,2330,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,4100 MONROE AV,4100,,MONROE,AV,BATON ROUGE,LA,70802,1,C,2,1C2,7,NONE,"4100 MONROE AV
BATON ROUGE, LA 70802
(30.469679, -91.149206)"
1900112176,11/06/2019,0947,VEHICLE BURGLARY,COMMITTED,14:62/BD,BURG/AUTO $50 - $200,2642 DAYTON ST,2642,,DAYTON,ST,BATON ROUGE,LA,70805,4,G,1,4G1,10,NONE,"2642 DAYTON ST
BATON ROUGE, LA 70805
(30.488159, -91.163608)"
1900112157,11/06/2019,1600,THEFT,COMMITTED,14:67/AR,THEFT AUTO/RECOVERY ONLY,9101 VETERANS MEMORIAL BL,9101,,VETERANS MEMORIAL,BL,BATON ROUGE,LA,70807,4,B,2,4B2,2,NONE,"9101 VETERANS MEMORIAL BL
BATON ROUGE, LA 70816
(30.532588, -91.161337)"
1900112345,11/06/2019,1944,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,1644 NICHOLSON,1644,,NICHOLSON,,BATON ROUGE,LA,70802,2,C,1,2C1,10,NONE,"1644 NICHOLSON
BATON ROUGE, LA
(30.432658, -91.187585)"
1900112326,11/06/2019,1840,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,8464 AIRLINE HW,8464,,AIRLINE,HW,BATON ROUGE,LA,70806,1,D,2,1D2,6,NONE,"8464 AIRLINE HW
BATON ROUGE, LA 70815
(30.456828, -91.098753)"
1900112328,11/06/2019,1742,THEFT,COMMITTED,14:67/AI,THEFT OVER $200 ALL OTHER,10322 CEDARLANE DR,10322,,CEDARLANE,DR,BATON ROUGE,LA,70816,3,C,3,3C3,11,NONE,"10322 CEDARLANE DR
BATON ROUGE, LA 70816
(30.430109, -91.071815)"
1900112164,11/06/2019,0904,BATTERY,COMMITTED,13:35,BATT/SIMPLE/CC,6006 PLANK RD,6006,,PLANK,RD,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"6006 PLANK RD
BATON ROUGE, LA 70805
(30.504718, -91.151324)"
1900112295,11/06/2019,1621,OTHER,COMMITTED,C.CR.P. ART 575,FUGITIVE,1444 JIM TAYLOR,1444,,JIM TAYLOR,,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1444 JIM TAYLOR
BATON ROUGE, LA
(30.392081, -91.183774)"
1900112313,11/06/2019,1740,BATTERY,COMMITTED,13:35,BATT/SIMPLE/CC,3852 KINGS CANYON DR,3852,,KINGS CANYON,DR,BATON ROUGE,LA,70814,3,A,2,3A2,6,PARK FOREST,"3852 KINGS CANYON DR
BATON ROUGE, LA 70814"
1900112109,11/06/2019,0204,OTHER,COMMITTED,14:59,CRIMINAL MISCHIEF,2800 PLANK RD,2800,,PLANK,RD,BATON ROUGE,LA,70805,1,B,2,1B2,7,NONE,"2800 PLANK RD
BATON ROUGE, LA
(30.473119, -91.162432)"
1900112405,11/06/2019,2300,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,1910 BRIGHTSIDE DR,1910,,BRIGHTSIDE,DR,BATON ROUGE,LA,70820,2,C,3,2C3,3,NONE,"1910 BRIGHTSIDE DR
BATON ROUGE, LA 70820
(30.387981, -91.179534)"
1900112357,11/06/2019,2040,FIREARM,COMMITTED,14:95E,POSS OF FIREARM W/ DRUGS,2618 SENCA ST,2618,,SENCA,ST,BATON ROUGE,LA,70805,1,B,1,1B1,7,NONE,"2618 SENCA ST
BATON ROUGE, LA
(30.471399, -91.162024)"
1900112357,11/06/2019,2040,NARCOTICS,COMMITTED,40:966A,DIST/MANF SCH1 DRUG,2618 SENCA ST,2618,,SENCA,ST,BATON ROUGE,LA,70805,1,B,1,1B1,7,NONE,"2618 SENCA ST
BATON ROUGE, LA
(30.471399, -91.162024)"
1900112307,11/06/2019,1700,OTHER,COMMITTED,14:97.1,SOLICITATION ON AN INTERSTATE HIGHWAY,800 I10 HW,800,,I-10,HW,BATON ROUGE,LA,70816,2,B,2,2B2,,,"800 I10 HW
BATON ROUGE, LA 70816"
1900112280,11/06/2019,1630,OTHER,COMMITTED,14:63,CRIM TRESPASS,11585 N HARRELLS FERRY,11585,N,HARRELLS FERRY,,BATON ROUGE,LA,70816,3,G,2,3G2,8,NONE,"11585 N HARRELLS FERRY
BATON ROUGE, LA 70816
(30.432412, -91.053662)"
,11/06/2019,1054,JUVENILE,COMMITTED,14:93.3,CRUELTY TO INFIRM,,,,,,,,70806,1,C,1,1C1,7,NONE,
1900112280,11/06/2019,1630,NARCOTICS,COMMITTED,40:966C,POSS SCH 1 DRUGS,11585 N HARRELLS FERRY,11585,N,HARRELLS FERRY,,BATON ROUGE,LA,70816,3,G,2,3G2,8,NONE,"11585 N HARRELLS FERRY
BATON ROUGE, LA 70816
(30.432412, -91.053662)"
1900112206,11/06/2019,0700,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,4917 FLORIDA BL,4917,,FLORIDA,BL,BATON ROUGE,LA,70806,1,C,1,1C1,7,NONE,"4917 FLORIDA BL
BATON ROUGE, LA 70806
(30.450861, -91.140005)"
1900112127,11/06/2019,0517,BATTERY,COMMITTED,14:34.2,BATT/POLICE OFF,1253 FLORIDA ST,1253,,FLORIDA,ST,BATON ROUGE,LA,70802,1,A,2,1A2,10,NONE,"1253 FLORIDA ST
BATON ROUGE, LA
(30.449663, -91.176202)"
1900112124,11/06/2019,0505,NON-RESIDENTIAL BURGLARY,COMMITTED,14:62,BURGLARY/SIMPLE,6888 AIRLINE HW,6888,,AIRLINE,HW,BATON ROUGE,LA,70805,4,G,3,4G3,7,NONE,"6888 AIRLINE HW
BATON ROUGE, LA
(30.489317, -91.121968)"
1900112327,11/06/2019,1800,THEFT,COMMITTED,14:67/CC,THEFT UNDER $50 SHOPLIFTING,5362 GOVERNMENT ST,5362,,GOVERNMENT,ST,BATON ROUGE,LA,70806,1,C,1,1C1,7,CAPITAL HEIGHTS,"5362 GOVERNMENT ST
BATON ROUGE, LA 70805
(30.444626, -91.134564)"
1900112388,11/06/2019,2250,OTHER,COMMITTED,14:108.1,FLIGHT FROM OFFICER,2200 N.ARDENWOOD,2200,,N.ARDENWOOD,,BATON ROUGE,LA,70806,1,B,2,1B2,7,NONE,"2200 N.ARDENWOOD
BATON ROUGE, LA
(30.468643, -91.130143)"
1900112367,11/06/2019,2100,OTHER,COMMITTED,C.CR.P. ART 575,FUGITIVE,4941 BYRON ST,4941,,BYRON,ST,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"4941 BYRON ST
BATON ROUGE, LA 70805
(30.494062, -91.141318)"
1900112367,11/06/2019,2100,OTHER,COMMITTED,14:108,RESISTING AN OFFICER,4941 BYRON ST,4941,,BYRON,ST,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"4941 BYRON ST
BATON ROUGE, LA
(30.494062, -91.141318)"
1900112191,11/06/2019,1110,THEFT,COMMITTED,13:67,THEFT/MISD/CC,8967 JEFFERSON HW,8967,,JEFFERSON,HW,BATON ROUGE,LA,70809,3,G,4,3G4,11,NONE,"8967 JEFFERSON HW
BATON ROUGE, LA 70816"
1900112088,11/06/2019,0105,OTHER,COMMITTED,47:536,LIC PLATE SWITCHED,3800 PLANK RD,3800,,PLANK,RD,BATON ROUGE,LA,70805,1,C,1,1C1,7,NONE,"3800 PLANK RD
BATON ROUGE, LA
(30.483556, -91.158759)"
1900112088,11/06/2019,0105,OTHER,COMMITTED,47:501,FAIL TO REG VEH,3800 PLANK RD,3800,,PLANK,RD,BATON ROUGE,LA,70805,1,C,1,1C1,7,NONE,"3800 PLANK RD
BATON ROUGE, LA
(30.483556, -91.158759)"
1900112127,11/06/2019,0517,BATTERY,COMMITTED,14:34.2,BATT/POLICE OFF,4445 PLANK RD,4445,,PLANK,RD,BATON ROUGE,LA,70805,1,A,2,1A2,10,NONE,"4445 PLANK RD
BATON ROUGE, LA
(30.490433, -91.156332)"
1900112309,11/06/2019,1800,NARCOTICS,COMMITTED,40:966A,DIST/MANF SCH1 DRUG,3020 WOODCREST DR,3020,,WOODCREST,DR,BATON ROUGE,LA,70814,3,A,1,3A1,6,NONE,"3020 WOODCREST DR
BATON ROUGE, LA
(30.477239, -91.092461)"
1900112103,11/06/2019,0100,THEFT,COMMITTED,13:67,THEFT/MISD/CC,11140 BOARDWALK DR,11140,,BOARDWALK,DR,BATON ROUGE,LA,70816,3,E,2,3E2,11,NONE,"11140 BOARDWALK DR
BATON ROUGE, LA
(30.431636, -91.059961)"
1900112156,11/06/2019,0028,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,10175 MAMMOTH AV,10175,,MAMMOTH,AV,BATON ROUGE,LA,70814,3,A,2,3A2,5,NONE,"10175 MAMMOTH AV
BATON ROUGE, LA 70814
(30.476423, -91.073946)"
1900112388,11/06/2019,2250,OTHER,COMMITTED,14:108,RESISTING AN OFFICER,2200 N.ARDENWOOD,2200,,N.ARDENWOOD,,BATON ROUGE,LA,70806,1,B,2,1B2,7,NONE,"2200 N.ARDENWOOD
BATON ROUGE, LA
(30.468643, -91.130143)"
1900112367,11/06/2019,2100,NARCOTICS,COMMITTED,40:966A,DIST/MANF SCH1 DRUG,4941 BYRON ST,4941,,BYRON,ST,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"4941 BYRON ST
BATON ROUGE, LA
(30.494062, -91.141318)"
1900112127,11/06/2019,0517,BATTERY,COMMITTED,14:35,BATT/SIMPLE,1253 FLORIDA ST,1253,,FLORIDA,ST,BATON ROUGE,LA,70802,1,A,2,1A2,10,NONE,"1253 FLORIDA ST
BATON ROUGE, LA 70805
(30.449663, -91.176202)"
1900112357,11/06/2019,2040,FIREARM,COMMITTED,14:95.1,FELON IN POSS F/ARM,2618 SENCA ST,2618,,SENCA,ST,BATON ROUGE,LA,70805,1,B,1,1B1,7,NONE,"2618 SENCA ST
BATON ROUGE, LA 70805
(30.471399, -91.162024)"
1900112088,11/06/2019,0105,OTHER,COMMITTED,11:252,LIC PLATE REQUIRED/CC,3800 PLANK RD,3800,,PLANK,RD,BATON ROUGE,LA,70805,1,C,1,1C1,7,NONE,"3800 PLANK RD
BATON ROUGE, LA 70802
(30.483556, -91.158759)"
1900112127,11/06/2019,0517,OTHER,COMMITTED,14:108,RESISTING AN OFFICER,1253 FLORIDA ST,1253,,FLORIDA,ST,BATON ROUGE,LA,70802,1,A,2,1A2,10,NONE,"1253 FLORIDA ST
BATON ROUGE, LA
(30.449663, -91.176202)"
1900112388,11/06/2019,2250,OTHER,COMMITTED,14:133.2,MISREP DUR BOOKING,2200 N.ARDENWOOD,2200,,N.ARDENWOOD,,BATON ROUGE,LA,70806,1,B,2,1B2,7,NONE,"2200 N.ARDENWOOD
BATON ROUGE, LA
(30.468643, -91.130143)"
1900112388,11/06/2019,2250,OTHER,COMMITTED,32:304,REQ TAIL LAMPS,2200 N.ARDENWOOD,2200,,N.ARDENWOOD,,BATON ROUGE,LA,70806,1,B,2,1B2,7,NONE,"2200 N.ARDENWOOD
BATON ROUGE, LA 70805"
1900112248,11/06/2019,1357,THEFT,COMMITTED,13:67,THEFT/MISD/CC,5705 HOLLYWOODGREENWELL XOVR,5705,,HOLLYWOOD-GREENWELL XOVR,,BATON ROUGE,LA,70805,4,F,2,4F2,5,NONE,"5705 HOLLYWOODGREENWELL XOVR
BATON ROUGE, LA 70805"
1900112388,11/06/2019,2250,FIREARM,COMMITTED,14:69.1,ILL POSS OF STOLEN FIREARMS,2200 N.ARDENWOOD,2200,,N.ARDENWOOD,,BATON ROUGE,LA,70806,1,B,2,1B2,7,NONE,"2200 N.ARDENWOOD
BATON ROUGE, LA
(30.468643, -91.130143)"
1900112280,11/06/2019,1630,NARCOTICS,COMMITTED,40:967C,POSS OF SCHEDULE 2 DRUGS,11585 N HARRELLS FERRY,11585,N,HARRELLS FERRY,,BATON ROUGE,LA,70816,3,G,2,3G2,8,NONE,"11585 N HARRELLS FERRY
BATON ROUGE, LA
(30.432412, -91.053662)"
1900112148,11/06/2019,0736,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,2239 W BELFAIR DR,2239,W,BELFAIR,DR,BATON ROUGE,LA,70802,1,C,2,1C2,7,NONE,"2239 W BELFAIR DR
BATON ROUGE, LA 70802
(30.468519, -91.148989)"
1900112327,11/06/2019,1800,OTHER,COMMITTED,14:108,RESISTING AN OFFICER,5362 GOVERNMENT ST,5362,,GOVERNMENT,ST,BATON ROUGE,LA,70806,1,C,1,1C1,7,CAPITAL HEIGHTS,"5362 GOVERNMENT ST
BATON ROUGE, LA
(30.444626, -91.134564)"
1900112088,11/06/2019,0105,OTHER,COMMITTED,11:281A,D/L NOT IN POSS/CC,3800 PLANK RD,3800,,PLANK,RD,BATON ROUGE,LA,70805,1,C,1,1C1,7,NONE,"3800 PLANK RD
BATON ROUGE, LA
(30.483556, -91.158759)"
1900112357,11/06/2019,2040,NARCOTICS,COMMITTED,40:967C,POSS OF SCHEDULE 2 DRUGS,2618 SENCA ST,2618,,SENCA,ST,BATON ROUGE,LA,70805,1,B,1,1B1,7,NONE,"2618 SENCA ST
BATON ROUGE, LA
(30.471399, -91.162024)"
1900112088,11/06/2019,0105,OTHER,COMMITTED,11:288,INSURANCE REQUIRED/CC,3800 PLANK RD,3800,,PLANK,RD,BATON ROUGE,LA,70805,1,C,1,1C1,7,NONE,"3800 PLANK RD
BATON ROUGE, LA
(30.483556, -91.158759)"
1900112357,11/06/2019,2040,NARCOTICS,COMMITTED,40:966C,POSS SCH 1 DRUGS,2618 SENCA ST,2618,,SENCA,ST,BATON ROUGE,LA,70805,1,B,1,1B1,7,NONE,"2618 SENCA ST
BATON ROUGE, LA
(30.471399, -91.162024)"
1900112117,11/06/2019,0255,FIREARM,COMMITTED,14:94,ILL USE OF A WEAPON,2712 FLORIDA ST,2712,,FLORIDA,ST,BATON ROUGE,LA,70806,1,B,1,1B1,10,NONE,"2712 FLORIDA ST
BATON ROUGE, LA 70805
(30.45014, -91.160646)"
1900112111,11/06/2019,0200,HOMICIDE,COMMITTED,14:30/G,MURDER/GUN 1ST DEGREE,1155 JIM TAYLOR DR,1155,,JIM TAYLOR,DR,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1155 JIM TAYLOR DR
BATON ROUGE, LA
(30.391717, -91.180836)"
1900112112,11/06/2019,0154,BATTERY,COMMITTED,13:35.3,DOMESTIC ABUSE BATTERY/CC,3533 GERONIMO ST,3533,,GERONIMO,ST,BATON ROUGE,LA,70805,4,G,1,4G1,10,NONE,"3533 GERONIMO ST
BATON ROUGE, LA 70805
(30.480513, -91.16161)"
1900112109,11/06/2019,0204,NARCOTICS,COMMITTED,40:966,POSS/DIST MANF CULT SCHED I,2800 PLANK RD,2800,,PLANK,RD,BATON ROUGE,LA,70805,1,B,2,1B2,7,NONE,"2800 PLANK RD
BATON ROUGE, LA 70805
(30.473119, -91.162432)"
1900112100,11/06/2019,0059,NARCOTICS,COMMITTED,40:967,POSS/DIST MANUF SCHED II,5255 HIGHLAND RD,5255,,HIGHLAND,RD,BATON ROUGE,LA,70810,2,D,3,2D3,3,NONE,"5255 HIGHLAND RD
BATON ROUGE, LA 70802
(30.39446, -91.160494)"
1900112690,11/07/2019,2241,OTHER,COMMITTED,13:91.3,PURCH/POSS ALC PERS UNDER 21/CC,1100 BOB PETTIT,1100,,BOB PETTIT,,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1100 BOB PETTIT
BATON ROUGE, LA
(30.396322, -91.178968)"
1900112699,11/07/2019,2130,OTHER,COMMITTED,13:1018,DRINKING IN PUBLIC/CC,1100 BOB PETTIT,1100,,BOB PETTIT,,BATON ROUGE,LA,70820,,,,,12,NONE,"1100 BOB PETTIT
BATON ROUGE, LA 70820
(30.396322, -91.178968)"
1900112509,11/07/2019,1139,THEFT,COMMITTED,14:67/AC,THEFT OVER $200 SHOPLIFTING,10770 N MALL DR,10770,N,MALL,DR,BATON ROUGE,LA,70809,2,F,2,2F2,9,NONE,"10770 N MALL DR
BATON ROUGE, LA 70808
(30.377454, -91.059486)"
1900112690,11/07/2019,2241,OTHER,COMMITTED,13:1018,DRINKING IN PUBLIC/CC,1100 BOB PETTIT,1100,,BOB PETTIT,,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1100 BOB PETTIT
BATON ROUGE, LA
(30.396322, -91.178968)"
1900112699,11/07/2019,2130,OTHER,COMMITTED,6:428,LITTERING IN PUBLIC PLACES,1100 BOB PETTIT,1100,,BOB PETTIT,,BATON ROUGE,LA,70820,,,,,12,NONE,"1100 BOB PETTIT
BATON ROUGE, LA 70820
(30.396322, -91.178968)"
1900112674,11/07/2019,1900,FIREARM,COMMITTED,14:64.3,ROBBERY/FIREARM - ADDITIONAL PENALTIES,5860 CORPORATE BL,5860,,CORPORATE,BL,BATON ROUGE,LA,70808,2,B,2,2B2,12,NONE,"5860 CORPORATE BL
BATON ROUGE, LA
(30.425013, -91.130571)"
1900112554,11/07/2019,1432,THEFT,COMMITTED,13:67,THEFT/MISD/CC,2959 COLLEGE DR,2959,,COLLEGE,DR,BATON ROUGE,LA,70808,2,B,2,2B2,12,NONE,"2959 COLLEGE DR
BATON ROUGE, LA
(30.421315, -91.140409)"
1900112691,11/07/2019,2020,OTHER,COMMITTED,13:91.3,PURCH/POSS ALC PERS UNDER 21/CC,1100 BOB PETTIT DR,1100,,BOB PETTIT,DR,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1100 BOB PETTIT DR
BATON ROUGE, LA
(30.396322, -91.178968)"
1900112579,11/07/2019,1514,THEFT,COMMITTED,14:67/C,THEFT COUNTERFEITING,10000 DAWNADELE AV,10000,,DAWNADELE,AV,BATON ROUGE,LA,70809,3,G,4,3G4,11,NONE,"10000 DAWNADELE AV
BATON ROUGE, LA 70809
(30.418774, -91.07281)"
1900112702,11/07/2019,2322,VEHICLE BURGLARY,COMMITTED,14:62/AD,BURG/AUTO OVER $200,1575 NICHOLSON DR,1575,,NICHOLSON,DR,BATON ROUGE,LA,70802,2,C,1,2C1,10,NONE,"1575 NICHOLSON DR
BATON ROUGE, LA
(30.432637, -91.187472)"
1900112691,11/07/2019,2020,OTHER,COMMITTED,13:1018,DRINKING IN PUBLIC/CC,1100 BOB PETTIT DR,1100,,BOB PETTIT,DR,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1100 BOB PETTIT DR
BATON ROUGE, LA
(30.396322, -91.178968)"
1900112703,11/07/2019,2233,OTHER,COMMITTED,C.CR.P. ART 575,FUGITIVE,1568 N 36TH ST,1568,N,36TH,ST,BATON ROUGE,LA,70802,1,C,1,1C1,7,NONE,"1568 N 36TH ST
BATON ROUGE, LA 70805
(30.462258, -91.153706)"
1900112474,11/07/2019,0926,OTHER,COMMITTED,13:103,DIST THE PEACE/CC,4560 BLUEBELL DR,4560,,BLUEBELL,DR,BATON ROUGE,LA,70808,2,E,1,2E1,12,NONE,"4560 BLUEBELL DR
BATON ROUGE, LA
(30.405467, -91.149183)"
1900112474,11/07/2019,0926,OTHER,COMMITTED,13:108,RESISTING AN OFFICER/CC,4560 BLUEBELL DR,4560,,BLUEBELL,DR,BATON ROUGE,LA,70808,2,E,1,2E1,12,NONE,"4560 BLUEBELL DR
BATON ROUGE, LA
(30.405467, -91.149183)"
1900112474,11/07/2019,0926,BATTERY,COMMITTED,13:35.1,BATT/POLICE OFF/CC,4560 BLUEBELL DR,4560,,BLUEBELL,DR,BATON ROUGE,LA,70808,2,E,1,2E1,12,NONE,"4560 BLUEBELL DR
BATON ROUGE, LA
(30.405467, -91.149183)"
1900112413,11/07/2019,0221,THEFT,COMMITTED,13:67,THEFT/MISD/CC,5857 ESSEN LN,5857,,ESSEN,LN,BATON ROUGE,LA,70808,2,E,4,2E4,12,NONE,"5857 ESSEN LN
BATON ROUGE, LA 70802
(30.395425, -91.10936)"
1900112572,11/07/2019,1521,NON-RESIDENTIAL BURGLARY,COMMITTED,14:62,BURGLARY/SIMPLE,11528 OLD HAMMOND HW,11528,,OLD HAMMOND,HW,BATON ROUGE,LA,70816,3,E,5,3E5,8,NONE,"11528 OLD HAMMOND HW
BATON ROUGE, LA 70816
(30.437208, -91.055646)"
1900112659,11/07/2019,2013,BATTERY,COMMITTED,14:35,BATT/SIMPLE,5400 BYRON ST,5400,,BYRON,ST,BATON ROUGE,LA,70805,4,F,2,4F2,7,NONE,"5400 BYRON ST
BATON ROUGE, LA 70805
(30.494221, -91.136196)"
1900112655,11/07/2019,1935,ASSAULT,COMMITTED,14:35.3/I,BATT/DOM ABU CHILD ENDANGER/MISD,10058 AVENUE K,10058,,AVENUE K,,BATON ROUGE,LA,70807,4,A,1,4A1,2,NONE,"10058 AVENUE K
BATON ROUGE, LA
(30.535451, -91.199777)"
1900112582,11/07/2019,1637,THEFT,COMMITTED,13:67,THEFT/MISD/CC,7857 JEFFERSON HW,7857,,JEFFERSON,HW,BATON ROUGE,LA,70809,3,G,4,3G4,11,NONE,"7857 JEFFERSON HW
BATON ROUGE, LA 70809
(30.427116, -91.106801)"
1900112629,11/07/2019,1812,BATTERY,COMMITTED,14:35,BATT/SIMPLE,3625 CHIPPEWA ST,3625,,CHIPPEWA,ST,BATON ROUGE,LA,70805,1,C,3,1C3,7,NONE,"3625 CHIPPEWA ST
BATON ROUGE, LA
(30.473319, -91.153443)"
1900112563,11/07/2019,1334,THEFT,COMMITTED,13:67,THEFT/MISD/CC,2152 S SHERWOOD FOREST BL,2152,S,SHERWOOD FOREST,BL,BATON ROUGE,LA,70816,3,E,2,3E2,8,NONE,"2152 S SHERWOOD FOREST BL
BATON ROUGE, LA 70816
(30.433254, -91.057475)"
1900112463,11/07/2019,0930,THEFT,COMMITTED,14:67/BD,THEFT $50-$200 FROM AUTO,3021 NORTH BL,3021,,NORTH,BL,BATON ROUGE,LA,70806,1,B,1,1B1,10,NONE,"3021 NORTH BL
BATON ROUGE, LA 70802
(30.453385, -91.158142)"
1900112572,11/07/2019,1521,THEFT,COMMITTED,14:67/BD,THEFT $50-$200 FROM AUTO,11528 OLD HAMMOND HW,11528,,OLD HAMMOND,HW,BATON ROUGE,LA,70816,3,E,5,3E5,8,NONE,"11528 OLD HAMMOND HW
BATON ROUGE, LA 70816
(30.437208, -91.055646)"
1900112629,11/07/2019,1812,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,14:56,CRIM DAM TO PROP/SIMPLE,3625 CHIPPEWA ST,3625,,CHIPPEWA,ST,BATON ROUGE,LA,70805,1,C,3,1C3,7,NONE,"3625 CHIPPEWA ST
BATON ROUGE, LA 70805
(30.473319, -91.153443)"
1900111843,11/07/2019,0900,FIREARM,COMMITTED,14:64.3,ROBBERY/FIREARM - ADDITIONAL PENALTIES,5275 GOVERNMENT ST,5275,,GOVERNMENT,ST,BATON ROUGE,LA,70806,1,C,1,1C1,7,NONE,"5275 GOVERNMENT ST
BATON ROUGE, LA 70806
(30.444606, -91.135509)"
1900112808,11/07/2019,1600,INDIVIDUAL ROBBERY,COMMITTED,14:64,ARMED ROBBERY,4627 TIGERLAND AV,4627,,TIGERLAND,AV,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"4627 TIGERLAND AV
BATON ROUGE, LA
(30.393405, -91.182925)"
1900112700,11/07/2019,2255,OTHER,COMMITTED,13:1018,DRINKING IN PUBLIC/CC,1100 BOB PETIT,1100,,BOB PETIT,,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1100 BOB PETIT
BATON ROUGE, LA"
1900112700,11/07/2019,2255,OTHER,COMMITTED,13:91.3,PURCH/POSS ALC PERS UNDER 21/CC,1100 BOB PETIT,1100,,BOB PETIT,,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1100 BOB PETIT
BATON ROUGE, LA 70810"
1900112537,11/07/2019,1408,THEFT,COMMITTED,13:67,THEFT/MISD/CC,10067 MOLLYLEA DR,10067,,MOLLYLEA,DR,BATON ROUGE,LA,70815,3,C,1,3C1,6,BROADMOOR,"10067 MOLLYLEA DR
BATON ROUGE, LA
(30.452521, -91.074793)"
1900112700,11/07/2019,2255,OTHER,COMMITTED,6:428,LITTERING IN PUBLIC PLACES,1100 BOB PETIT,1100,,BOB PETIT,,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1100 BOB PETIT
BATON ROUGE, LA"
